,testde_1,testde_2,camelsde_111740,camelsde_111630
1986-02-10,,3.037351,1.9399542,2.441021
1986-02-11,,0.89004457,1.0010629,1.123865
1986-02-12,,0.051240206,0.033204317,0.045706987
1986-02-13,,0.119313955,0.18661833,0.14786005
1986-02-14,,-0.032169342,-0.0057940483,-0.02674985
1986-02-15,,0.10349178,0.12060046,0.10906839
1986-02-16,,0.19238591,0.31225014,0.29559016
1986-02-17,,0.28230166,0.37825918,0.39422846
1986-02-18,,0.8092232,2.5240302,2.4371548
1986-02-19,,0.6126418,1.7069749,1.7368821
1986-02-20,,0.80782604,1.4288095,1.3111024
1986-02-21,,0.24990296,0.29419327,0.30861115
1986-02-22,,0.28133106,0.51566005,0.5024607
1986-02-23,,1.4447378,4.0782065,3.2395282
1986-02-24,,0.20487332,0.55797243,0.4854977
1986-02-25,,0.28665566,0.40874624,0.42475963
1986-02-26,,-0.13172531,-0.0042653084,-0.030233383
1986-02-27,,-0.16372943,-0.10571885,-0.12824106
1986-02-28,,0.89665234,0.8514793,0.80898595
1986-03-01,,0.48366022,0.6920092,0.66519356
1986-03-02,,0.437701,0.98867536,0.8588581
1986-03-03,,1.8380251,1.5604929,1.708236
1986-03-04,,2.117281,1.9410427,2.204938
1986-03-05,,4.1441593,4.046378,4.9822435
1986-03-06,,2.9981482,2.8702948,3.6690722
1986-03-07,,0.7641239,2.3637123,1.7922214
1986-03-08,,0.87574387,2.8917406,2.4017115
1986-03-09,,1.3446493,1.7252926,1.5541431
1986-03-10,,1.0920514,1.1334182,1.0371836
1986-03-11,,0.812099,0.8797991,0.8869746
1986-03-12,,0.95255864,1.2110482,1.1586667
1986-03-13,,0.97629046,0.9277303,1.0350138
1986-03-14,,1.134885,1.3167136,1.8373345
1986-03-15,,1.004188,1.6427037,1.6915019
1986-03-16,,-0.126199,0.15249443,0.20909238
1986-03-17,,0.38704824,0.2679944,0.24055052
1986-03-18,,0.4476478,0.25094342,0.24881053
1986-03-19,,0.42404962,0.20630431,0.19424224
1986-03-20,,2.930584,2.045031,2.0657804
1986-03-21,,6.038143,6.3343477,6.8778853
1986-03-22,,3.756848,2.7383502,2.997283
1986-03-23,,8.4378805,9.252794,8.1916
1986-03-24,,12.062975,11.16783,11.495166
1986-03-25,,7.867097,4.0651665,4.5551076
1986-03-26,,4.2445283,1.6093538,1.5120454
1986-03-27,,5.823617,2.8212864,2.949348
1986-03-28,,3.9384763,1.2861056,1.3083115
1986-03-29,,3.41617,1.2265362,1.1127725
1986-03-30,,7.0472136,4.1491504,3.3364787
1986-03-31,,8.5567255,6.8308735,7.0351505
1986-04-01,,1.9632244,1.2527889,1.5918324
1986-04-02,,2.1294305,2.0061932,1.9164817
1986-04-03,,13.772789,13.049119,12.7308035
1986-04-04,,3.2216873,5.60857,5.415025
1986-04-05,,2.2930725,4.0964108,3.3107054
1986-04-06,,3.228371,1.9554633,1.9524599
1986-04-07,,0.4691751,0.21367502,0.22761273
1986-04-08,,1.9193287,0.8361273,0.8390522
1986-04-09,,4.1691713,1.3253431,1.2025166
1986-04-10,,11.065373,14.480659,14.221855
1986-04-11,,3.1160164,3.8574395,4.3327937
1986-04-12,,1.1091013,2.0776913,1.9267048
1986-04-13,,0.840245,1.216962,1.244883
1986-04-14,,1.523976,1.1634487,1.0013783
1986-04-15,,0.4147451,0.3247323,0.32321644
1986-04-16,,4.8448863,0.8847604,1.1500359
1986-04-17,,2.622563,2.0257885,2.0297184
1986-04-18,,3.0655255,2.6643875,2.7106535
1986-04-19,,4.7087154,2.9600253,3.1919136
1986-04-20,,5.347185,4.4227295,3.2558753
1986-04-21,,3.5721397,3.3503563,2.8910503
1986-04-22,,9.550829,4.4791965,4.7204766
1986-04-23,,6.1435595,1.7288263,1.8232411
1986-04-24,,4.001015,4.0598626,4.5482764
1986-04-25,,2.3875947,3.3833175,4.061487
1986-04-26,,4.129911,1.7096262,2.1082723
1986-04-27,,3.467724,3.4307761,2.7208076
1986-04-28,,3.5837913,2.1649795,2.1958327
1986-04-29,,3.8483105,2.3952165,2.7132003
1986-04-30,,3.1344273,1.8016621,2.1690695
1986-05-01,,0.7348902,0.58848214,0.70196867
1986-05-02,,-0.087010145,0.15915775,0.11691022
1986-05-03,,0.9414276,0.7391131,0.75172853
1986-05-04,,3.2091599,2.7579355,3.2000775
1986-05-05,,0.9026308,0.46047807,0.487298
1986-05-06,,1.3922871,1.6528865,1.7779442
1986-05-07,,5.2424917,5.1907067,4.7300053
1986-05-08,,1.6464281,4.0553308,3.9092305
1986-05-09,,1.1036896,1.4647739,1.4393933
1986-05-10,,4.510077,3.5843353,2.9362142
1986-05-11,,5.2577825,4.7113495,5.627411
1986-05-12,,0.54132605,0.46612597,0.640501
1986-05-13,,2.6797814,1.3291576,1.5177356
1986-05-14,,3.9898138,5.2372255,4.843902
1986-05-15,,1.6221882,3.9575446,4.1109123
1986-05-16,,2.2872982,6.4122486,4.5700164
1986-05-17,,2.1483676,3.9266162,3.057115
1986-05-18,,2.2915206,1.4208769,1.3389469
1986-05-19,,7.1786156,6.135542,3.6351113
1986-05-20,,1.5033901,3.2462757,2.077471
1986-05-21,,2.0877666,5.527998,3.7410545
1986-05-22,,1.2843573,1.5596151,1.06497
1986-05-23,,0.5149038,0.50687003,0.3782375
1986-05-24,,2.63064,3.956593,2.9676075
1986-05-25,,0.03728795,0.0819931,-0.014590263
1986-05-26,,0.22494411,0.23906326,0.24065042
1986-05-27,,1.7353356,6.1499615,5.2803717
1986-05-28,,3.49256,9.912959,11.757902
1986-05-29,,1.3194907,5.255329,4.894783
1986-05-30,,1.6595823,6.330311,5.274433
1986-05-31,,0.5523312,3.5712662,3.6708207
1986-06-01,,0.4795785,1.333561,1.6417358
1986-06-02,,1.7935555,2.880019,3.4323854
1986-06-03,,3.3574615,3.7144568,3.6622467
1986-06-04,,10.120945,12.91874,11.503101
1986-06-05,,1.1920716,1.9286029,2.195745
1986-06-06,,4.503669,5.2520976,5.0199947
1986-06-07,,19.697855,16.620947,16.00601
1986-06-08,,2.6144526,4.3269424,4.0878396
1986-06-09,,1.3407233,1.8691533,1.3540388
1986-06-10,,0.13064408,0.26374125,0.20494032
1986-06-11,,5.8836613,5.7146945,5.9607525
1986-06-12,,1.6110753,2.1495888,2.2148938
1986-06-13,,2.7323587,3.3939886,3.6603796
1986-06-14,,1.1912572,1.4237952,1.479335
1986-06-15,,0.19564128,0.24265909,0.21762013
1986-06-16,,0.72410846,1.0517676,0.8750007
1986-06-17,,2.60899,7.0487175,7.3235445
1986-06-18,,3.2622662,8.014511,8.981285
1986-06-19,,2.1607008,4.355979,3.9919984
1986-06-20,,3.388394,3.9746947,4.1798563
1986-06-21,,4.922152,2.968204,3.2291632
1986-06-22,,1.7274907,1.9701033,2.0800629
1986-06-23,,4.1636887,5.837983,6.1993713
1986-06-24,,2.9041977,3.291423,3.0942428
1986-06-25,,0.59888697,0.8747947,0.88261986
1986-06-26,,-0.079221964,0.07621813,0.07787037
1986-06-27,,-0.14717698,0.0724051,0.013090849
1986-06-28,,-0.08597946,0.1697352,0.08401227
1986-06-29,,-0.09721422,0.22153282,0.24800825
1986-06-30,,-0.061180353,0.15679598,0.17941141
1986-07-01,,0.07672596,0.28730202,0.35167122
1986-07-02,,0.19215441,0.2707069,0.32317472
1986-07-03,,0.32042742,0.44338465,0.3113215
1986-07-04,,2.7988453,4.9684653,3.7496786
1986-07-05,,0.83944845,1.9710692,1.6564862
1986-07-06,,13.925821,22.019781,21.663427
1986-07-07,,3.6696854,6.184836,8.41119
1986-07-08,,2.5724077,3.479172,4.3104644
1986-07-09,,1.321828,0.94267166,1.053726
1986-07-10,,4.230407,3.9323494,3.3321655
1986-07-11,,2.6309917,5.42545,4.064501
1986-07-12,,0.98193634,1.6835946,1.3233831
1986-07-13,,0.21271682,0.72903824,0.6857202
1986-07-14,,0.12080145,0.44385028,0.45552063
1986-07-15,,0.26331115,0.29321027,0.35221243
1986-07-16,,0.1499536,0.19826484,0.27389574
1986-07-17,,0.32267785,0.20160174,0.25369525
1986-07-18,,4.4709253,7.228944,4.456577
1986-07-19,,1.2637538,5.126162,3.7215357
1986-07-20,,0.9368856,0.9814056,0.8786397
1986-07-21,,0.989591,0.99663043,0.87925005
1986-07-22,,0.85440564,0.99161613,1.1715786
1986-07-23,,6.0249567,4.8813486,6.9539137
1986-07-24,,3.1085458,5.7802205,6.031025
1986-07-25,,1.1570017,0.8105447,1.0371249
1986-07-26,,2.469971,2.3362956,4.6060486
1986-07-27,,1.4940434,2.1119988,2.9442906
1986-07-28,,0.4476993,1.1056237,1.5981976
1986-07-29,,0.8395746,1.8123013,1.8255252
1986-07-30,,0.31016278,1.4546636,1.3789225
1986-07-31,,1.4893233,4.395381,3.9292805
1986-08-01,,1.1081768,4.5457797,5.196339
1986-08-02,,0.24828625,0.7434001,0.79637694
1986-08-03,,0.4666233,0.5819309,0.56029963
1986-08-04,,4.628001,4.3705926,4.0447016
1986-08-05,,1.2300535,3.697263,3.5227232
1986-08-06,,-0.030476332,0.25902772,0.23194599
1986-08-07,,0.5224242,0.26511788,0.27645254
1986-08-08,,-0.16069269,0.7520759,0.491148
1986-08-09,,0.0786283,0.31083083,0.2893741
1986-08-10,,0.40453315,1.3727415,0.98800683
1986-08-11,,1.4473662,2.3278203,2.193674
1986-08-12,,12.415825,19.385372,18.33674
1986-08-13,,4.9581776,8.60137,8.721231
1986-08-14,,0.8105869,1.9623287,1.8411132
1986-08-15,,1.0610552,0.77301383,0.819325
1986-08-16,,2.1665983,4.6439276,4.3470087
1986-08-17,,1.076054,2.5798569,2.586603
1986-08-18,,7.16002,6.059581,7.594718
1986-08-19,,12.9704075,8.440396,7.7468605
1986-08-20,,2.9495595,3.9549446,3.6326544
1986-08-21,,0.3258729,0.4975016,0.46958542
1986-08-22,,1.4211947,1.2848432,1.3662792
1986-08-23,,9.046591,12.775418,13.059216
1986-08-24,,10.013941,6.7201314,6.8496437
1986-08-25,,1.1844313,1.8596774,1.8006564
1986-08-26,,1.742318,1.230987,1.4584836
1986-08-27,,2.4244454,4.3132873,3.7652469
1986-08-28,,0.5651157,2.27885,2.0419874
1986-08-29,,0.30131745,0.7749176,0.7444751
1986-08-30,,0.64118147,0.512238,0.52966976
1986-08-31,,1.0511051,0.8480835,0.8883686
1986-09-01,,2.1951752,1.6963153,1.5347991
1986-09-02,,3.6191678,2.1022296,1.611381
1986-09-03,,4.63791,2.319168,1.1371905
1986-09-04,,2.9668512,3.4089994,2.8698125
1986-09-05,,0.23992181,0.3441398,0.2938435
1986-09-06,,0.24998832,0.2833116,0.29601955
1986-09-07,,4.302221,2.673093,3.1255734
1986-09-08,,0.44292665,0.47072744,0.4669416
1986-09-09,,0.8463669,1.9630911,2.0416865
1986-09-10,,0.5043795,1.6592088,1.6704841
1986-09-11,,0.10263491,0.24983501,0.33425903
1986-09-12,,4.827504,3.0783672,4.7016115
1986-09-13,,9.570858,9.814836,10.829674
1986-09-14,,1.4161818,7.1406145,5.6880226
1986-09-15,,2.4047296,4.27017,4.8759146
1986-09-16,,17.7147,11.384107,12.145555
1986-09-17,,6.4554887,12.320167,9.85872
1986-09-18,,4.4842653,8.34318,7.222328
1986-09-19,,0.19633913,0.43175888,0.39242363
1986-09-20,,0.09288192,0.22563887,0.22193432
1986-09-21,,0.29414964,0.32847357,0.3311565
1986-09-22,,0.2677436,0.28174925,0.29082513
1986-09-23,,0.40653753,0.33450603,0.3554194
1986-09-24,,0.6156831,0.660336,0.68178034
1986-09-25,,0.14049101,0.28851342,0.28700018
1986-09-26,,0.13236642,0.1975553,0.21529198
1986-09-27,,0.35607696,0.38470745,0.37404466
1986-09-28,,0.2704146,0.29114747,0.3225901
1986-09-29,,0.1886332,0.22003937,0.23567986
1986-09-30,,0.8755686,0.99128747,1.1212108
1986-10-01,,0.14312935,0.13147855,0.15845942
1986-10-02,,0.4597106,0.25841188,0.28675747
1986-10-03,,0.39986062,0.34222913,0.41496682
1986-10-04,,0.2457025,0.69215393,0.78088164
1986-10-05,,0.27604437,0.24793267,0.26751924
1986-10-06,,2.636137,0.9772954,0.9792756
1986-10-07,,4.37265,2.0663621,2.054677
1986-10-08,,2.892566,2.5942748,2.0809155
1986-10-09,,2.6481752,1.631566,1.2996625
1986-10-10,,0.3316772,0.43652368,0.33034563
1986-10-11,,1.5102113,0.7901182,0.8232765
1986-10-12,,1.3200301,1.4943714,1.7237946
1986-10-13,,0.34644103,0.2992878,0.34392047
1986-10-14,,0.45423102,0.35128903,0.3424375
1986-10-15,,0.28317976,0.23860526,0.24545288
1986-10-16,,0.39320588,0.5619993,0.6075046
1986-10-17,,0.8625412,1.6146315,1.7101234
1986-10-18,,1.0100186,1.5982927,1.998471
1986-10-19,,2.2697315,6.1098194,5.9242253
1986-10-20,,5.431225,20.257288,19.73154
1986-10-21,,2.1188018,7.0735188,7.7962427
1986-10-22,,12.443589,23.686491,27.309994
1986-10-23,,9.389085,9.3073435,8.0034
1986-10-24,,2.472282,2.8653586,2.6020048
1986-10-25,,2.859783,4.56909,3.867167
1986-10-26,,4.824379,4.393285,3.6311529
1986-10-27,,1.2327125,1.5267845,1.5047989
1986-10-28,,2.301384,1.6438835,1.7394506
1986-10-29,,6.5630207,6.6810875,7.5645857
1986-10-30,,1.8556545,4.9895973,4.489075
1986-10-31,,4.201259,1.6162434,1.6518701
1986-11-01,,10.355287,3.9798307,4.038969
1986-11-02,,16.202204,12.410767,12.183329
1986-11-03,,1.9736907,1.306865,1.2258462
1986-11-04,,2.8159528,1.3681524,1.2730812
1986-11-05,,2.3287563,0.9808408,1.1271577
1986-11-06,,2.3568692,2.3785763,2.3287039
1986-11-07,,0.6992843,0.5246072,0.5411434
1986-11-08,,0.6507671,0.33090115,0.38254404
1986-11-09,,0.43380785,0.53065014,0.52284384
1986-11-10,,0.235811,0.15780449,0.15827346
1986-11-11,,0.2504363,0.17848063,0.18993974
1986-11-12,,0.41572213,0.3322394,0.35528898
1986-11-13,,0.27979326,0.31055927,0.30014563
1986-11-14,,0.63916636,0.5421064,0.5530689
1986-11-15,,0.74411464,0.778831,0.846864
1986-11-16,,0.43216896,0.51326513,0.5432098
1986-11-17,,1.2268124,2.1858664,3.4767923
1986-11-18,,0.7854185,0.5105636,1.0526899
1986-11-19,,1.0416112,0.72545743,0.93438125
1986-11-20,,3.4332156,3.9312732,4.7121663
1986-11-21,,2.8455095,6.2458954,5.6156044
1986-11-22,,5.297318,6.776187,6.7100687
1986-11-23,,3.1567578,6.2409306,5.8584185
1986-11-24,,4.3117833,2.8164322,2.8379543
1986-11-25,,3.5791254,1.102691,1.2042792
1986-11-26,,2.4720616,0.77642775,0.9179462
1986-11-27,,2.0636244,0.83023524,1.1491702
1986-11-28,,0.74857736,0.45696783,0.58222795
1986-11-29,,0.3376603,0.332721,0.40919876
1986-11-30,,0.58154917,0.18486142,0.17303348
1986-12-01,,0.19808865,0.11951733,0.11963296
1986-12-02,,4.3215632,2.5458534,2.3337843
1986-12-03,,0.867646,0.4068303,0.4333725
1986-12-04,,0.376261,0.14253473,0.17145872
1986-12-05,,0.27436733,0.20430112,0.2088449
1986-12-06,,2.3227458,0.63489723,0.61085653
1986-12-07,,2.73731,0.96769965,0.9502195
1986-12-08,,0.72168255,0.36523438,0.37561393
1986-12-09,,1.5122931,0.9631045,0.8678341
1986-12-10,,1.1288465,1.258167,1.3366771
1986-12-11,,1.5416522,1.3659416,1.4747926
1986-12-12,,0.91537154,1.0661312,1.1487608
1986-12-13,,1.3016044,0.74250436,0.9564842
1986-12-14,,1.6202406,1.1517901,1.3970559
1986-12-15,,2.9752033,1.8522314,1.6675258
1986-12-16,,3.4800508,1.8011991,1.9207845
1986-12-17,,3.6016362,5.4828787,5.2317533
1986-12-18,,7.768634,13.305797,14.044264
1986-12-19,,7.621126,10.887426,10.430225
1986-12-20,,3.7170038,4.4384713,3.9255137
1986-12-21,,2.331206,3.767961,3.282483
1986-12-22,,2.5511868,3.55541,3.2238026
1986-12-23,,0.72164583,1.1538792,1.1841906
1986-12-24,,1.407751,1.516897,1.781103
1986-12-25,,1.7006041,1.3266116,1.3722926
1986-12-26,,3.6329727,4.755707,4.7811975
1986-12-27,,2.043135,2.5529413,2.4888
1986-12-28,,14.507177,8.439677,9.211425
1986-12-29,,12.937284,10.83051,11.625607
1986-12-30,,11.528425,2.8089728,3.033225
1986-12-31,,12.767448,4.0591683,4.298935
1987-01-01,,26.448084,15.764692,19.07385
1987-01-02,,7.8823137,6.522077,6.4140973
1987-01-03,,1.8670529,2.1239052,1.7307972
1987-01-04,,4.5932207,5.391366,4.3760567
1987-01-05,,7.074292,10.172919,10.364002
1987-01-06,,6.255296,3.951631,4.018489
1987-01-07,,3.1849923,3.82013,3.4076397
1987-01-08,,0.5647099,1.3111078,1.061743
1987-01-09,,1.239434,1.5805893,1.5198328
1987-01-10,,1.6045907,4.1809726,3.5538309
1987-01-11,,0.9007218,1.4895467,1.3282464
1987-01-12,,0.41564512,1.0623269,0.82041645
1987-01-13,,0.36348867,0.77945566,0.5954218
1987-01-14,,0.25721288,0.33285284,0.37389803
1987-01-15,,3.1233873,4.8267875,4.146173
1987-01-16,,0.92581904,1.9467878,1.7933406
1987-01-17,,1.1240634,1.6268405,1.6847701
1987-01-18,,0.53880215,0.6511655,0.6249027
1987-01-19,,1.3648738,1.5869844,1.6224582
1987-01-20,,2.130955,0.9367739,1.2464837
1987-01-21,,0.90822685,0.51806617,0.6036792
1987-01-22,,1.7490265,1.0715687,1.2929207
1987-01-23,,4.2007794,3.0433016,3.235957
1987-01-24,,2.2527552,3.7707574,3.0150394
1987-01-25,,0.77921844,1.7516861,1.4809136
1987-01-26,,2.093748,3.7059755,3.5299325
1987-01-27,,0.7358594,1.1598667,1.3272324
1987-01-28,,0.5554404,0.7125528,0.76060987
1987-01-29,,0.44268274,0.53518224,0.51572037
1987-01-30,,0.062063694,0.23135114,0.35090208
1987-01-31,,0.21650577,0.2365787,0.30670214
1987-02-01,,0.41102505,0.45978785,0.36872387
1987-02-02,,0.36761832,0.33596087,0.32962966
1987-02-03,,1.3750212,0.97501135,0.89405453
1987-02-04,,1.1234443,0.7960088,1.0180146
1987-02-05,,0.9861201,1.0155482,1.1058471
1987-02-06,,2.9754791,2.0711162,2.274594
1987-02-07,,4.7174764,6.2245455,5.911907
1987-02-08,,4.2435255,4.0874047,4.506987
1987-02-09,,3.7958176,3.0644453,3.0791557
1987-02-10,,2.2532423,1.8245596,1.7148135
1987-02-11,,2.1341367,1.3438737,1.1242306
1987-02-12,,3.4305062,1.2088965,1.1536113
1987-02-13,,2.3669846,2.8709762,2.7104206
1987-02-14,,1.4469143,1.1935779,1.2410021
1987-02-15,,3.1796217,3.9597986,3.964754
1987-02-16,,2.4945695,2.6364393,2.400111
1987-02-17,,2.4042678,2.5274086,2.2006278
1987-02-18,,1.723526,1.8768295,1.8603963
1987-02-19,,1.0601412,2.5256493,2.35316
1987-02-20,,2.286995,5.377757,5.6171265
1987-02-21,,4.20998,5.9179974,6.3693075
1987-02-22,,1.7273875,2.6737707,2.5608928
1987-02-23,,2.026897,1.757469,1.6292216
1987-02-24,,0.63783,0.2927029,0.27949142
1987-02-25,,0.50755405,0.40271807,0.40394235
1987-02-26,,4.558671,6.859251,6.3587513
1987-02-27,,10.344578,11.341046,12.351145
1987-02-28,,4.0124345,5.1425867,6.077687
1987-03-01,,8.348186,5.3676248,5.898842
1987-03-02,,27.3977,14.801466,17.901907
1987-03-03,,9.404486,6.6499543,6.188021
1987-03-04,,1.0423325,0.95933795,0.7893648
1987-03-05,,-0.12948489,0.24732828,0.13792968
1987-03-06,,0.23387456,0.43927026,0.33729148
1987-03-07,,-0.04106903,0.13382363,0.10976529
1987-03-08,,0.091368675,0.11745238,0.11190653
1987-03-09,,0.039699793,0.11630654,0.1449058
1987-03-10,,0.15419173,0.11542225,0.14310884
1987-03-11,,0.2268238,0.3589139,0.36268544
1987-03-12,,-0.01439929,0.078443766,0.034246683
1987-03-13,,0.3524611,0.19492388,0.17825174
1987-03-14,,-0.011734962,0.002216816,0.004701853
1987-03-15,,0.49795723,0.36404276,0.3460586
1987-03-16,,0.96252084,1.8264742,1.7305692
1987-03-17,,5.0586233,5.493949,5.26011
1987-03-18,,2.8297317,5.4754496,5.0140285
1987-03-19,,1.5800958,2.8936756,2.8678646
1987-03-20,,2.1970897,2.1557348,2.3711624
1987-03-21,,0.284657,0.2340653,0.25886893
1987-03-22,,1.3720473,0.8454194,0.8792603
1987-03-23,,9.266912,6.2144866,5.9028263
1987-03-24,,14.4526205,7.3922997,8.054746
1987-03-25,,4.643873,2.529562,2.7382977
1987-03-26,,4.4746404,6.2121696,4.7312613
1987-03-27,,5.363803,3.2114823,3.0395427
1987-03-28,,2.5433238,3.532213,3.5611775
1987-03-29,,3.203032,3.3156934,3.5947454
1987-03-30,,1.9931642,1.6641014,1.7309703
1987-03-31,,1.5565377,0.977154,0.85516477
1987-04-01,,2.7337525,3.646521,2.763482
1987-04-02,,1.3703531,1.5163184,1.3291156
1987-04-03,,0.49574518,0.41498542,0.4451666
1987-04-04,,1.211847,0.48479104,0.49636722
1987-04-05,,0.6859057,0.37957954,0.38930726
1987-04-06,,0.54971147,0.65428615,0.60933685
1987-04-07,,0.6292224,0.44367456,0.41357994
1987-04-08,,1.508767,4.1523757,3.1650438
1987-04-09,,3.0301096,8.393907,6.9636106
1987-04-10,,1.3544947,4.54657,4.844854
1987-04-11,,2.0130901,1.6746236,1.5513464
1987-04-12,,6.640934,4.6716003,3.9134672
1987-04-13,,2.9997735,3.9331641,4.279525
1987-04-14,,1.144636,1.0420188,1.122911
1987-04-15,,0.8470857,0.9331131,1.2226745
1987-04-16,,1.6069179,0.97387004,1.4723243
1987-04-17,,1.1292357,1.4344932,1.6363927
1987-04-18,,0.07240605,0.17408729,0.1474173
1987-04-19,,1.4888229,2.2335672,1.698867
1987-04-20,,1.4104731,4.4581413,3.5535002
1987-04-21,,1.1419097,2.4292226,2.6620276
1987-04-22,,0.6377537,1.2172756,1.4019712
1987-04-23,,-0.011235476,0.040080786,0.055439234
1987-04-24,,0.1640904,0.20197845,0.17822957
1987-04-25,,0.225739,0.2655015,0.25643158
1987-04-26,,1.9457319,3.1730988,3.9464383
1987-04-27,,0.5932555,0.84650874,0.9015306
1987-04-28,,-0.056577444,0.029379368,0.0045745373
1987-04-29,,0.12785172,0.16186547,0.1584599
1987-04-30,,0.47082257,0.9984925,1.153478
1987-05-01,,0.895481,1.1277827,1.1001772
1987-05-02,,1.9436631,1.9594153,1.6357287
1987-05-03,,10.058367,16.538479,14.243923
1987-05-04,,7.178587,11.788561,11.288018
1987-05-05,,4.4504128,15.562249,15.818238
1987-05-06,,1.3611184,4.9396925,5.2567472
1987-05-07,,1.7642126,3.5038424,2.8424785
1987-05-08,,0.14845467,0.8278637,0.7789674
1987-05-09,,-0.08135915,-0.03326869,-0.039209604
1987-05-10,,2.193225,3.3592367,2.842418
1987-05-11,,0.9977541,4.0420876,3.8590906
1987-05-12,,3.9207501,5.6588616,5.515976
1987-05-13,,2.6997943,7.654936,7.4509735
1987-05-14,,3.2081869,2.3047376,2.403946
1987-05-15,,3.7648666,5.865169,6.178089
1987-05-16,,1.8345876,2.6778767,2.898776
1987-05-17,,0.5330291,0.39341855,0.4644158
1987-05-18,,1.8409414,2.981918,3.0646873
1987-05-19,,4.1527023,7.790037,7.1656666
1987-05-20,,5.603005,6.4954042,6.1701937
1987-05-21,,9.966471,6.908906,6.675782
1987-05-22,,3.1090863,5.147108,4.5149217
1987-05-23,,2.8582103,3.4135277,3.6014097
1987-05-24,,1.0146433,1.1952525,1.1854652
1987-05-25,,0.24394584,0.49468136,0.51477814
1987-05-26,,0.28494787,0.5151589,0.51588845
1987-05-27,,1.6860385,2.3615382,2.591999
1987-05-28,,1.2841543,3.0891275,2.8724685
1987-05-29,,2.6697612,6.237361,5.6806326
1987-05-30,,1.8373034,2.412816,2.9115949
1987-05-31,,5.7361546,2.8648918,3.229617
1987-06-01,,3.0289602,2.5250156,2.12122
1987-06-02,,1.3908092,0.833838,0.78354883
1987-06-03,,5.914463,4.2456846,4.1343584
1987-06-04,,5.172985,6.47585,4.959467
1987-06-05,,2.4169538,4.1768546,3.981831
1987-06-06,,3.5549812,2.2899418,2.4276233
1987-06-07,,11.8806715,10.332447,9.700617
1987-06-08,,4.2706885,6.921521,6.989707
1987-06-09,,0.9272933,1.8235984,1.7900643
1987-06-10,,1.0320752,1.0810721,1.2688246
1987-06-11,,1.0304823,0.76981235,0.8278551
1987-06-12,,3.810234,5.4180555,4.487933
1987-06-13,,4.827746,4.3249893,4.458131
1987-06-14,,13.840498,10.685783,11.62347
1987-06-15,,12.531866,14.392261,15.273664
1987-06-16,,8.102846,9.002324,8.64652
1987-06-17,,10.655145,7.8125534,8.107741
1987-06-18,,7.803668,5.312912,6.2074027
1987-06-19,,2.6646752,1.6320139,1.6025741
1987-06-20,,7.0267153,5.469432,4.9570413
1987-06-21,,4.174135,4.83261,4.7742515
1987-06-22,,2.3967934,1.7960291,1.434038
1987-06-23,,9.936387,14.388518,13.225353
1987-06-24,,5.055004,7.3491735,7.970482
1987-06-25,,3.2700944,4.5289583,3.546821
1987-06-26,,5.999198,6.382866,6.2856183
1987-06-27,,1.3314171,1.9117216,1.7475382
1987-06-28,,3.176129,1.8901625,2.0173528
1987-06-29,,0.55290985,0.4604988,0.42872715
1987-06-30,,1.9615686,2.6645937,2.660468
1987-07-01,,4.781532,12.191329,11.60056
1987-07-02,,3.3263366,8.350842,7.2277384
1987-07-03,,1.7722155,2.6620493,2.5513859
1987-07-04,,1.5238712,3.3238,3.1905622
1987-07-05,,-0.013389349,0.5767019,0.56421256
1987-07-06,,-0.20342398,-0.0042271614,-0.045516253
1987-07-07,,4.242044,3.321293,2.9643142
1987-07-08,,8.820575,15.440895,14.622463
1987-07-09,,1.0956136,2.9694269,2.8271048
1987-07-10,,0.12866306,0.5962205,0.5623026
1987-07-11,,0.13599157,0.097155094,0.08825946
1987-07-12,,0.6487107,1.250576,1.2180535
1987-07-13,,0.5969889,2.3343487,2.639682
